chr1	36083	36176	+
chr1	36216	36787	+
chr1	36856	36967	+
chr1	37115	37378	+
chr1	37473	37601	+
chr1	37671	37947	+
chr1	38008	38101	+
chr1	38164	38287	+
chr1	38371	38450	+
chr1	38576	38960	+
chr1	39042	39189	+
chr1	39243	39357	+
chr1	39484	39599	+
chr1	39763	39888	+
chr1	44627	44863	+
chr1	45101	45434	+
chr1	51711	52154	+
chr1	52831	52911	+
chr1	53041	53403	+
chr1	53751	54089	+
chr1	99359	101289	-
chr1	101345	103359	-
chr1	103446	103547	-
chr1	103617	103744	-
chr1	103890	104017	-
chr1	104073	104189	-
chr1	104290	104584	-
chr1	104740	104973	-
chr1	105010	105117	-
chr1	105227	105360	-
chr1	105560	105663	-
chr1	105782	105959	-
chr1	106015	106103	-
chr1	106174	107634	-
chr1	106174	108193	-
chr1	108276	108387	-
chr1	108497	108603	-
chr1	108705	109749	-
chr1	113243	113498	-
chr1	113607	113774	-
chr1	113809	113923	-
chr1	114084	114419	-
chr1	184423	184513	+
chr1	184557	186418	+
chr1	186474	186855	+
chr1	186924	187293	+
chr1	187334	187496	+
chr1	187569	188086	+
chr1	188156	189339	+
chr1	189424	189561	+
chr1	189670	190129	+
chr1	198729	198850	+
chr1	198960	199888	+
chr1	199961	200043	+
chr1	200112	200208	+
chr1	200263	200368	+
chr1	200439	200860	+
chr1	200954	201062	+
chr1	201128	201223	+
chr1	201352	201432	+
chr1	201650	201739	+
chr1	201881	201962	+
chr1	202136	202300	+
chr1	202390	202520	+
chr1	202677	202770	+
chr1	202958	203037	+
chr1	215937	217753	+
chr1	217864	218080	+
chr1	218256	218353	+
chr1	218479	218684	+
chr1	218812	218952	+
chr1	221476	221882	-
chr1	222103	222216	-
chr1	222355	222566	-
chr1	222686	223043	-
chr1	222783	223043	-
chr1	223136	223535	-
chr1	223768	224532	-
chr1	273846	274130	+
chr1	274242	274306	+
chr1	274381	274489	+
chr1	274584	275130	+
chr1	275307	275453	+
chr1	275521	275606	+
chr1	275706	275919	+
chr1	276011	277148	+
chr1	277219	277698	+
chr1	277817	277901	+
chr1	277951	278368	+
chr1	278556	279214	+
chr1	279426	280111	+
chr1	281831	281938	-
chr1	281997	282438	-
chr1	282543	282696	-
chr1	282841	283110	-
chr1	283192	283279	-
chr1	283347	283977	-
chr1	284050	284133	-
chr1	284698	285157	-
chr1	285298	285384	-
chr1	285476	285737	-
chr1	285753	285866	-
chr1	285925	286978	-
chr1	287083	287256	-
chr1	287401	287624	-
chr1	287706	287784	-
chr1	287889	288413	-
chr1	288509	288607	-
chr1	288896	289801	-
chr1	289951	290039	-
chr1	302001	302547	-
chr1	302622	303398	-
chr1	303459	305037	-
chr1	306928	307053	-
chr1	307235	307321	-
chr1	307235	307342	-
chr1	307482	308464	-
chr1	308694	308779	-
chr1	309306	309548	-
chr1	309711	310447	-
chr1	312598	312820	-
chr1	313047	313178	-
chr1	313323	313455	-
chr1	313669	314405	-
chr1	314498	315029	-
chr1	315262	315593	-
chr1	326434	326760	+
chr1	326844	327609	+
chr1	327679	327732	+
chr1	327748	327803	+
chr1	327892	327983	+
chr1	328226	329156	+
chr1	329268	329751	+
chr1	329841	330061	+
chr1	330189	332011	+
chr1	332564	333300	+
chr1	347039	347990	+
chr1	348157	348241	+
chr1	348326	351345	+
chr1	351499	353432	+
chr1	353496	353620	+
chr1	353806	354743	+
chr1	354988	355095	+
chr1	355228	355644	+
chr1	355833	355951	+
chr1	356010	356089	+
chr1	356337	356853	+
chr1	357111	357185	+
chr1	357390	358016	+
chr1	358066	358748	+
chr1	376232	378444	-
chr1	378562	379150	-
chr1	379367	379464	-
chr1	379526	379874	-
chr1	380965	381391	-
chr1	381490	381583	-
chr1	390576	390721	+
chr1	390928	393106	+
chr1	396006	396633	+
chr1	396788	397031	+
chr1	397099	397207	+
chr1	397377	397478	+
chr1	397621	397789	+
chr1	397935	398028	+
chr1	398093	398351	+
chr1	398410	399184	+
chr1	420312	420747	-
chr1	420855	420958	-
chr1	438812	439222	-
chr1	439336	439443	-
chr1	439632	439833	-
chr1	439967	440064	-
chr1	440161	440613	-
chr1	440785	441123	-
chr1	441510	442154	-
chr1	446196	446313	-
chr1	446366	446579	-
chr1	446628	446717	-
chr1	446822	448147	-
chr1	461368	461674	-
chr1	461790	462264	-
chr1	461790	462307	-
chr1	462387	464321	-
chr1	464050	464321	-
chr1	464452	465263	-
chr1	465376	465971	-
chr1	466136	466941	-
chr1	466148	466941	-
chr1	466181	466941	-
chr1	467043	467121	-
chr1	467217	467291	-
chr1	467359	467489	-
chr1	467611	467719	-
chr1	467817	469621	-
chr1	469785	469879	-
chr1	472578	472700	+
chr1	472748	473735	+
chr1	473837	474337	+
chr1	474432	474570	+
chr1	474644	475371	+
chr1	475440	476156	+
chr1	488555	488735	+
chr1	488815	489392	+
chr1	489621	490421	+
chr1	490521	490606	+
chr1	490818	491300	+
chr1	498218	499035	+
chr1	499161	499238	+
chr1	499450	499933	+
chr1	499993	500069	+
chr1	500127	500354	+
chr1	500637	500880	+
chr1	501115	502101	+
chr1	502201	502285	+
chr1	502500	503219	+
chr1	529325	529769	+
chr1	530980	531106	+
chr1	531196	531316	+
chr1	531473	531556	+
chr1	531607	531879	+
chr1	531958	532071	+
chr1	532164	532285	+
chr1	532802	532848	+
chr1	564813	566490	-
chr1	566719	567987	-
chr1	568183	568263	-
chr1	589539	589650	+
chr1	589539	590495	+
chr1	589714	590495	+
