chr1	35909	36083	+
chr1	36176	36216	+
chr1	36787	36856	+
chr1	36967	37115	+
chr1	37378	37473	+
chr1	37601	37671	+
chr1	37947	38008	+
chr1	38101	38164	+
chr1	38287	38371	+
chr1	38450	38576	+
chr1	38960	39042	+
chr1	39189	39243	+
chr1	39357	39484	+
chr1	39599	40553	+
chr1	44429	44627	+
chr1	44863	45101	+
chr1	45434	46279	+
chr1	51360	51711	+
chr1	52154	52831	+
chr1	52911	53041	+
chr1	53403	53751	+
chr1	54089	54976	+
chr1	70777	71740	+
chr1	80102	80533	-
chr1	98845	99359	-
chr1	101289	101345	-
chr1	103359	103446	-
chr1	103547	103617	-
chr1	103744	103890	-
chr1	104017	104073	-
chr1	104189	104290	-
chr1	104584	104740	-
chr1	104973	105010	-
chr1	105117	105227	-
chr1	105360	105560	-
chr1	105663	105782	-
chr1	105959	106015	-
chr1	106103	106174	-
chr1	107634	108026	-
chr1	108193	108276	-
chr1	108387	108497	-
chr1	108603	108705	-
chr1	109749	110218	-
chr1	111982	113243	-
chr1	113498	113607	-
chr1	113774	113809	-
chr1	113923	114084	-
chr1	114419	114561	-
chr1	184124	184423	+
chr1	184513	184557	+
chr1	186418	186474	+
chr1	186855	186924	+
chr1	187293	187334	+
chr1	187496	187569	+
chr1	188086	188156	+
chr1	189339	189424	+
chr1	189561	189670	+
chr1	190129	190491	+
chr1	198076	198729	+
chr1	198850	198960	+
chr1	199888	199961	+
chr1	200043	200112	+
chr1	200208	200263	+
chr1	200368	200439	+
chr1	200860	200954	+
chr1	201062	201128	+
chr1	201223	201352	+
chr1	201432	201650	+
chr1	201739	201881	+
chr1	201962	202136	+
chr1	202300	202390	+
chr1	202520	202677	+
chr1	202770	202958	+
chr1	203037	203794	+
chr1	215276	215937	+
chr1	217753	217864	+
chr1	218080	218256	+
chr1	218353	218479	+
chr1	218684	218812	+
chr1	218952	219687	+
chr1	220849	221476	-
chr1	221882	222103	-
chr1	222216	222355	-
chr1	222566	222783	-
chr1	223043	223768	-
chr1	224532	224971	-
chr1	234932	235777	-
chr1	235825	236153	-
chr1	273356	273846	+
chr1	274130	274381	+
chr1	274489	274584	+
chr1	275130	275307	+
chr1	275453	275521	+
chr1	275606	275706	+
chr1	275919	276011	+
chr1	277148	277219	+
chr1	277698	277817	+
chr1	277901	277951	+
chr1	278368	278556	+
chr1	279214	279901	+
chr1	280111	280351	+
chr1	281811	281831	-
chr1	281938	281997	-
chr1	282438	282543	-
chr1	282696	282841	-
chr1	283110	283192	-
chr1	283279	283347	-
chr1	283977	284050	-
chr1	284133	284324	-
chr1	284591	284698	-
chr1	285157	285298	-
chr1	285384	285476	-
chr1	285737	285753	-
chr1	285866	285925	-
chr1	286978	287083	-
chr1	287256	287401	-
chr1	287624	287706	-
chr1	287784	287889	-
chr1	288413	288509	-
chr1	288607	288896	-
chr1	289801	289951	-
chr1	290039	290173	-
chr1	301573	302001	-
chr1	302547	302622	-
chr1	303398	303459	-
chr1	305037	305369	-
chr1	306477	306928	-
chr1	307053	307235	-
chr1	307321	307482	-
chr1	308464	308694	-
chr1	308779	309306	-
chr1	309548	309711	-
chr1	310447	310764	-
chr1	311853	312598	-
chr1	312820	313047	-
chr1	313178	313323	-
chr1	313455	313669	-
chr1	314405	314498	-
chr1	315029	315262	-
chr1	315593	315987	-
chr1	326267	326434	+
chr1	326760	326844	+
chr1	327609	327679	+
chr1	327732	327748	+
chr1	327803	327892	+
chr1	327983	328226	+
chr1	329156	329268	+
chr1	329751	329841	+
chr1	330061	330189	+
chr1	332011	332564	+
chr1	333300	334077	+
chr1	346726	347039	+
chr1	347990	348157	+
chr1	348241	348326	+
chr1	351345	351499	+
chr1	353432	353496	+
chr1	353620	353806	+
chr1	354743	354988	+
chr1	355095	355228	+
chr1	355644	355833	+
chr1	355951	356010	+
chr1	356089	356337	+
chr1	356853	357111	+
chr1	357185	357390	+
chr1	358016	358066	+
chr1	358748	359189	+
chr1	375737	376232	-
chr1	378444	378562	-
chr1	379150	379367	-
chr1	379464	379526	-
chr1	379874	380965	-
chr1	381391	381490	-
chr1	381583	381883	-
chr1	390536	390576	+
chr1	390616	390928	+
chr1	393106	394033	+
chr1	395593	396006	+
chr1	396633	396788	+
chr1	397031	397099	+
chr1	397207	397377	+
chr1	397478	397621	+
chr1	397789	397935	+
chr1	398028	398093	+
chr1	398351	398410	+
chr1	399184	399424	+
chr1	419202	420312	-
chr1	420747	420855	-
chr1	420958	421086	-
chr1	437875	438812	-
chr1	439222	439336	-
chr1	439443	439632	-
chr1	439833	439967	-
chr1	440064	440161	-
chr1	440613	440785	-
chr1	441123	441510	-
chr1	442154	442181	-
chr1	444326	446196	-
chr1	446313	446366	-
chr1	446579	446822	-
chr1	448147	448549	-
chr1	449630	452190	-
chr1	453447	455880	+
chr1	461056	461368	-
chr1	461674	461790	-
chr1	462264	462387	-
chr1	463762	464050	-
chr1	464321	464452	-
chr1	465263	465376	-
chr1	465971	466181	-
chr1	466941	467043	-
chr1	467121	467217	-
chr1	467291	467359	-
chr1	467489	467611	-
chr1	467719	467817	-
chr1	469621	469785	-
chr1	469879	470040	-
chr1	472207	472578	+
chr1	472700	472748	+
chr1	473735	473837	+
chr1	474337	474432	+
chr1	474570	474644	+
chr1	475371	475440	+
chr1	476156	476610	+
chr1	488272	488555	+
chr1	488735	488815	+
chr1	489392	489621	+
chr1	490421	490521	+
chr1	490606	490818	+
chr1	491300	491587	+
chr1	498002	498218	+
chr1	499035	499161	+
chr1	499238	499450	+
chr1	499933	499993	+
chr1	500069	500127	+
chr1	500354	500637	+
chr1	500880	501115	+
chr1	502101	502201	+
chr1	502285	502500	+
chr1	503219	503497	+
chr1	529207	529325	+
chr1	529769	530980	+
chr1	531106	531196	+
chr1	531316	531473	+
chr1	531556	531607	+
chr1	531879	531958	+
chr1	532071	532164	+
chr1	532285	532802	+
chr1	532848	533084	+
chr1	563998	564813	-
chr1	566490	566719	-
chr1	567987	568183	-
chr1	568263	568577	-
chr1	575698	577521	+
chr1	589316	589539	+
chr1	589650	589714	+
chr1	590495	591351	+
chr1	591542	592262	+
chr1	595272	595660	+
chr1	595745	595937	+
chr1	596477	596559	+
chr1	596722	596822	+
chr1	597954	598049	+
chr1	598379	598432	+
chr1	599522	599670	+
chr1	599845	599962	+
chr1	600090	600177	+
chr1	601458	601683	+
chr1	601819	602174	+
chr1	616467	616920	-
chr1	618102	618840	-
chr1	623231	624091	-
chr1	624264	624656	-
chr1	625755	626048	-
chr1	627111	627149	-
chr1	627263	627382	-
chr1	627490	627734	-
chr1	683454	683810	+
chr1	683912	683944	+
chr1	684554	684640	+
chr1	684730	684785	+
chr1	685282	685365	+
chr1	686247	686319	+
chr1	686497	686552	+
chr1	686653	686758	+
chr1	686856	686921	+
chr1	687220	687306	+
chr1	687508	687558	+
chr1	687797	687914	+
chr1	688037	688098	+
chr1	688193	688321	+
chr1	688675	688771	+
chr1	688859	688893	+
chr1	689389	689464	+
chr1	689560	689742	+
chr1	689998	690156	+
chr1	690791	690812	+
chr1	690908	691025	+
chr1	691108	691233	+
chr1	692121	692230	+
chr1	692446	692623	+
chr1	692708	692822	+
chr1	692911	693005	+
chr1	693814	693909	+
chr1	694084	694150	+
chr1	694426	694511	+
chr1	694587	694868	+
chr1	694949	695089	+
chr1	695340	695439	+
chr1	695769	695946	+
chr1	696767	696946	+
chr1	697128	697448	+
chr1	698125	698553	+
chr1	708136	710907	+
chr1	711054	711184	+
chr1	711424	711523	+
chr1	711614	711746	+
chr1	711828	711894	+
chr1	712989	713649	+
chr1	713877	714203	+
chr1	714825	715592	+
chr1	715685	715757	+
chr1	715828	715913	+
chr1	716520	716639	+
chr1	716987	717121	+
chr1	717229	717725	+
chr1	732375	733102	+
chr1	736487	736873	+
chr1	737217	737784	+
chr1	744519	745471	-
chr1	746388	746524	-
chr1	747187	748435	-
chr1	763272	763720	+
chr1	765120	766326	+
chr1	766884	766950	+
chr1	767101	767210	+
chr1	767637	767857	+
chr1	767928	768723	+
chr1	769624	769896	-
chr1	770130	770213	-
chr1	770443	770609	-
chr1	770729	770777	-
chr1	770941	771113	-
chr1	771982	772405	-
chr1	783311	783813	+
chr1	784925	785097	+
chr1	785276	785324	+
chr1	785503	785669	+
chr1	785932	786015	+
chr1	786119	786578	+
chr1	804509	804771	+
